Borough,Station,Line,Opening,Closing,Comments,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
MA,96 St,Lexington Ave Line (Non-CBD),7/17/1918,,,3851992,3863823,4022741,3883817,3976246,3932934,3679549,3832076,3921046,4020604,3629582,3514326,3416412,3322788,3349884,3228893,3053306,3061610,3235249,3335169,3220584,3314521,3177832,3162168,3194821,3342228,3539862,4019550,4165037,4284025,4078567,3972834,4266310,4568676,4845141,5023628,5123657,5140603
MA,103 St,Lexington Ave Line (Non-CBD),7/17/1918,,,4445533,4433521,4671229,4516909,4457836,4361596,4051781,4025856,3930811,3923848,3516167,3297342,3220927,3107039,3033084,2874287,2668491,2612922,2640850,2649519,2486105,2441044,2317587,2375910,2237060,2275938,2311314,2422292,2497152,2671584,2401969,2367004,2644820,2770724,2952790,2939697,2971916,3061250
MA,110 St,Lexington Ave Line (Non-CBD),7/17/1918,,,3583954,3339010,3429988,3460078,3581820,3589477,3361574,3354789,3237467,3172933,2855383,2670445,2515832,2431437,2333146,2334990,2187109,2065443,2047189,2052376,1921735,1912964,1776808,1842476,1794829,1905192,1957325,2087102,2031757,2039640,1699200,1779094,1980432,1936076,2086189,2003682,2085578,2150663
MA,116 St,Lexington Ave Line (Non-CBD),7/17/1918,,,4731097,4767564,4947048,4865131,4815095,4721899,4355951,4314660,4264745,4326029,3818556,3613467,3370177,3186495,3021670,2769488,2478155,2362751,2359568,2385013,2202341,2126923,1969089,2020265,1944937,2027945,2081217,2175168,2224531,2255972,1902822,2003693,2145515,2212351,2388411,2428878,2399269,2426466
MA,125 St,Lexington Ave Line (Non-CBD),7/17/1918,,,6649838,6439010,6542132,6184400,6048051,5821107,5274096,5244801,5183672,5171699,4494131,4101227,3802119,3556900,3441426,3388835,3099248,3021443,3120653,3280964,3148399,3360892,3157435,3144703,3112750,3346704,3418631,3557435,3423298,3516192,2448586,3120983,3333146,3503690,3770635,3904323,3910142,4073771
,Lexington Ave Line (Non-CBD) Total,Lexington Ave Line (Non-CBD),,,,44101723,44080578,46523454,45547039,46708836,46459785,43752783,45000335,45158885,45614568,41143915,39762897,39142824,38054774,37664259,36860841,35103839,35084776,36893661,38036350,36350708,36874869,35393684,35617375,35237539,36326545,37599734,39975204,40890440,40804098,37552658,38268734,39958276,42000610,44826314,45268183,46292925,46920831
BX,138 St-Grand Concourse,Jerome Ave Line,7/17/1918,,,658943,713138,769762,719615,739679,699443,694256,686385,657886,657185,596512,561753,544049,526499,502568,501323,450602,438891,452070,444611,393096,441376,403863,386340,372232,387549,381450,383646,387199,371740,373806,345076,349867,377535,393731,380121,394694,445668
BX,149 St-Grand Concourse,Jerome Ave Line,6/2/1917,,See Upper Manhattan/Bronx Transfer: 149 St-Grand Concourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,161 St-Yankee Stadium,Jerome Ave Line,6/2/1917,,See Upper Manhattan/Bronx Transfer: 161 St-Yankee Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,167 St,Jerome Ave Line,6/2/1917,,,1903134,1904757,1965166,1922213,2019638,2016771,1962653,2095948,2166547,2304032,2231826,2247407,2236587,2130231,2056562,1925361,1762969,1557695,1552066,1550031,1377963,1308655,1211746,1265081,1241010,1463303,1514503,1635606,1606128,1613079,1486480,1525023,1526342,1595198,1637665,1722436,1769401,1753767
BX,170 St,Jerome Ave Line,6/2/1917,,,1961053,2020471,2120382,2035224,2044739,2033152,1919354,2085459,2228863,2386423,2378677,2479183,2504488,2362320,2296269,2207530,2112222,2005846,1942205,1862848,1593954,1387998,1170472,1127047,1070735,1235971,1269727,1485409,1475768,1418819,1257305,1504447,1509472,1579775,1582323,1613242,1568073,1579301
BX,Mt. Eden Av,Jerome Ave Line,6/2/1917,,,1278142,1214459,1205551,1262795,1356104,1355528,1289836,1358940,1407557,1453959,1437303,1488829,1490066,1421644,1358270,1278827,1213846,1116405,1062570,1034190,908596,822828,736245,733418,763910,906482,949133,1059647,1067641,1022212,1026001,1093047,1105737,1139352,1121135,1169015,1147071,1138487
BX,176 St,Jerome Ave Line,6/2/1917,,,1320061,1362076,1498385,1450990,1477456,1483469,1433398,1556341,1666611,1770385,1736256,1741179,1756704,1661125,1569669,1474763,1338064,1163403,1048423,993552,808257,725204,648193,629709,691325,805853,877194,990788,967445,975495,899391,911041,948573,1003591,1018781,1089212,1081502,1083284
BX,Burnside Av,Jerome Ave Line,6/2/1917,,,2196635,2219010,2348006,2351873,2421368,2433861,2340813,2537609,2682041,2822929,2739941,2743216,2692748,2672113,2790937,2705802,2450754,2159235,2093178,1987649,1738396,1546441,1323224,1367950,1409738,1603210,1700839,1807899,1881888,1837440,1770022,1774258,1790491,1862226,1901872,1968068,1992729,2035168
BX,183 St,Jerome Ave Line,6/2/1917,,,1224018,1215365,1231807,1218913,1264526,1231659,1156242,1202704,1227850,1259038,1178461,1197617,1207602,1178621,1153161,1109157,1130558,1134271,1165011,1196751,1080714,998105,906430,878118,924223,1028982,1176937,1373435,1423604,1263080,1172344,1140423,1121517,1115544,1100968,1175778,1185866,1188854
BX,Fordham Rd,Jerome Ave Line,6/2/1917,,,1802202,1820987,1939036,1907927,1975109,1932654,1830377,1925834,1991549,2062108,1931187,1989923,1997972,1906158,1791271,1729916,1714866,1740106,1869385,1897833,1835705,1862355,1719057,1670990,1737448,1936460,2205863,2440658,2426773,2335121,2111240,2066346,1989407,1970413,1944042,2043681,2062500,2057867
BX,Kingsbridge Rd,Jerome Ave Line,6/2/1917,,,1495447,1497318,1515152,1507607,1612677,1596870,1496584,1550446,1530603,1549002,1411028,1347106,1383968,1362809,1385932,1435387,1441405,1468400,1547445,1572454,1513031,1457339,1348093,1371373,1416873,1620429,1830599,1918627,1905654,1886180,1729822,1705857,1667403,1678304,1628625,1676274,1724395,1729051
BX,Bedford Park Blvd-Lehman College,Jerome Ave Line,4/15/1918,,,641155,680223,692484,694323,762665,782280,787790,856678,864330,830585,766377,728413,688790,645577,549255,493746,462761,466735,491878,503488,495414,503850,488922,540855,547986,687787,801206,878960,880779,841251,803542,746070,692321,669810,714280,733943,751334,799572
BX,Mosholu Pkwy,Jerome Ave Line,4/15/1918,,,1268080,1272115,1316620,1325523,1397840,1382604,1289693,1347346,1329831,1352256,1252506,1189337,1135277,1063598,1113731,1155765,1189763,1260008,1403600,1422378,1339274,1311522,1233796,1261942,1299051,1460137,1608543,1702677,1683716,1573583,1550618,1521398,1504907,1536964,1599187,1636708,1698946,1710785
BX,Woodlawn,Jerome Ave Line,4/15/1918,,,1333836,1362943,1371783,1410239,1451521,1438885,1407417,1470696,1425503,1428074,1271947,1169248,1091966,1037927,1001990,972976,1014410,1016392,1030423,1072363,996570,971942,912595,1047942,972360,1101528,1182786,1229245,1234689,1153360,1063827,1026590,969022,967569,1009348,1052239,1080158,1060299
,Jerome Ave Line,Jerome Ave Line,,,,17082706,17282862,17974134,17807242,18523322,18387176,17608413,18674386,19179171,19875976,18932021,18883211,18730217,17968622,17569615,16990553,16282220,15527387,15658254,15538148,14080970,13337615,12102636,12280765,12446891,14237691,15498780,16906597,16941284,16291360,15244398,15359576,15175059,15496281,15651957,16260717,16456669,16582103
BX,149 St-Grand Concourse,White Plains Rd Line,7/10/1905,,See Upper Manhattan/Bronx Transfer: 149 St-Grand Concourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,3 Av-149 St,White Plains Rd Line,7/10/1905,,,7362859,7353230,7663719,7548700,7702934,7621957,6993306,7022130,7011536,7080204,6016116,5791601,5380075,4741926,4305253,3904756,3433628,3317753,3379487,3305160,2931543,2737625,2504580,2548020,2499619,2465251,2331585,2614763,2690114,2734264,2727737,2578991,2568877,2587151,2562797,2656251,2720778,3706707
BX,Jackson Av,White Plains Rd Line,11/26/1904,,,2941504,2709063,2806236,2663699,2896251,2916224,2655990,2625355,2590915,2474472,2292366,2183113,2030985,1892193,1796762,1624040,1377706,1238338,1174211,1162334,1059847,968064,857867,863882,773442,745866,789611,835171,880751,803856,745677,747860,788246,782223,808977,808303,794120,750365
BX,Prospect Av,White Plains Rd Line,11/26/1904,,,4763899,4679734,4882926,4745559,4601796,4374024,3923897,3963980,3868534,3866297,3456151,3209301,2922593,2721948,2523706,2263385,1937081,1720578,1636017,1582182,1396699,1237210,1030531,1012625,899411,932414,933569,1031591,1125288,1157558,1069051,1046870,998335,1060511,1117227,1153655,1127626,1115226
BX,Intervale Av,White Plains Rd Line,4/1/1910,,,1976067,1930567,1998961,1892361,1861633,1772396,1593676,1598367,1548443,1530455,1405911,1313926,1170353,1031886,847545,701170,539966,431270,386245,367615,334859,311731,284464,289841,284267,277554,295736,328520,345796,69107,0,0,182813,328293,400496,439390,425259,448962
BX,Simpson St,White Plains Rd Line,11/26/1904,,,3483526,3551685,3808560,3641482,3707609,3594663,3257144,3264095,3211081,3129964,2852244,2657892,2386092,2148045,2089001,1898514,1647152,1610670,1654771,1746779,1584837,1379492,1272050,1294848,1146223,1121877,1182107,1312125,1472870,1592754,1469907,1462595,1388295,1388034,1444648,1500114,1451980,1473139
BX,Freeman St,White Plains Rd Line,11/26/1904,,,3968128,3947713,4123065,3867183,3762336,3588365,3208956,3153894,2953843,2829788,2521065,2261539,1907225,1612844,1316952,1047316,787567,638447,525467,497055,457140,438641,387484,384587,366473,385566,416683,489244,509210,496574,419830,453125,489974,531612,556110,588000,600130,601314
BX,174 St,White Plains Rd Line,11/26/1904,,,3336173,3394576,3576469,3593693,3706337,3655927,3446292,3497562,3534208,3495550,3158778,3022750,2801433,2517595,2145434,1755676,1456788,1233112,1163401,1084139,932062,833859,699191,736574,729185,793441,756474,835357,911689,899378,810411,860792,884865,929660,977292,1006096,1002389,996856
BX,West Farms Sq-East Tremont Av,White Plains Rd Line,11/26/1904,,,3163584,3196909,3418763,3425626,3498302,3402139,3104576,3017195,2780975,2758624,2411578,2270699,2117487,2101522,2141571,2022183,1770320,1543116,1538944,1610548,1489529,1360212,1236138,1261699,1239358,1258573,1190687,1260941,1292735,1226444,1087460,1063960,1116495,1132871,1177007,1224653,1237348,1277210
BX,180 St-Bronx Park (spur),White Plains Rd Line,11/26/1904,8/4/1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,East 180 St,White Plains Rd Line,3/3/1917,,,1387013,1390117,1418389,1377900,1355709,1319993,1230778,1243913,1220929,1235648,1132453,1062092,1020471,977751,975467,910803,845045,829699,868778,855723,847322,893565,883969,900543,937797,971165,998988,1048441,1163936,1236226,1162667,1097166,984938,961404,1028256,1101234,1100772,1148412
BX,Bronx Park East,White Plains Rd Line,3/3/1917,,,647902,619040,644577,588271,564978,508757,472685,487254,473404,454508,434056,429942,431821,407526,396490,372146,362518,361621,378198,375416,333984,316193,295659,291906,289705,293140,312085,320466,345028,345337,327410,332401,348830,369605,377448,402748,439022,443098
BX,Pelham Pkwy,White Plains Rd Line,3/3/1917,,,2044749,2056978,2117861,2162751,2237194,2043131,1928155,1937339,1894053,1853150,1670224,1579241,1498226,1377572,1324519,1236221,1195664,1147531,1203887,1208041,1109378,1066558,1003348,1010679,986706,943712,994320,1065226,1088471,1147185,1105940,1146636,1202569,1236295,1285883,1293352,1303683,1440914
BX,Allerton Av,White Plains Rd Line,3/3/1917,,,1511219,1503537,1547126,1533445,1566015,1482644,1404866,1456642,1416786,1378588,1265970,1229159,1194686,1093130,1066672,994047,944497,932819,987891,1001055,930245,938737,880091,909885,913347,966270,977095,1037668,1041575,1070414,1002167,937141,1014385,1048307,1123141,1160071,1138121,1168397
BX,Burke Av,White Plains Rd Line,3/3/1917,,,968838,994488,1080130,1053884,1071547,1007382,960283,970191,937603,921374,872481,865809,820717,742768,733828,722339,711469,713901,755446,782136,725364,740714,728079,746231,730759,737499,767351,787257,789540,803809,741495,768554,761690,765930,782833,782224,783472,779014
BX,Gun Hill Rd,White Plains Rd Line,3/3/1917,,,1093153,1115927,1200478,1232481,1312280,1243969,1133524,1176033,1192055,1271679,1225509,1306269,1264525,1062372,976545,930937,901841,897357,964287,1005616,931656,873911,791535,751108,750391,786763,821665,925886,895159,930301,873993,866576,835468,845061,851480,858229,878116,901101
BX,219 St,White Plains Rd Line,3/3/1917,,,768885,808396,846926,867635,890253,870847,820346,857337,848009,847639,782732,773360,765694,725682,701331,658430,651616,670446,717437,746649,701648,657791,600799,615771,590570,607936,596987,601837,636232,581680,599427,612571,592482,615480,629868,624679,633725,637678
BX,225 St,White Plains Rd Line,3/3/1917,,,1176299,1207715,1270434,1287824,1335386,1317130,1206038,1277198,1284745,1273544,1180872,1152679,1000515,966536,951354,898284,882141,892284,917594,955021,881140,872715,833259,838837,827145,840589,837290,843457,839646,832588,745590,800977,772636,758617,788165,792815,795080,776057
BX,233 St,White Plains Rd Line,3/3/1917,,,1113003,1150235,1160959,1159577,1181293,1124967,1047837,1079174,1098219,1154693,1101226,1094494,1197971,1145959,1123499,1064518,1008538,1029012,1133402,1212250,1116886,1049215,1004282,1059236,1023490,1036949,1058280,1094222,1119713,1099703,1029587,1072472,1043102,1077928,1115506,1137594,1137976,1147091
BX,Nereid Av,White Plains Rd Line,3/3/1917,,,851684,875431,929602,920385,954583,899167,806913,788116,743490,737291,670194,636664,604631,553444,525248,476432,454655,454948,478849,505150,472932,461229,443458,460229,443888,445684,467932,492251,491818,547013,493338,489629,487922,542994,562008,591405,601817,627588
BX,Wakefield-241 St,White Plains Rd Line,12/13/1920,,,1389411,1464431,1475578,1461924,1541990,1486281,1351141,1377996,1292474,1343852,1240295,1195844,1188952,1160518,1116014,1047599,1013565,1001095,1047530,1050522,989143,961622,922052,1019703,938059,962193,966410,994115,969924,955495,904302,939758,930520,941235,972640,955461,975042,957633
,White Plains Rd Line Total,White Plains Rd Line,,,,43947896,43949772,45970759,45024380,45748426,44229963,40546403,40793771,39901302,39637320,35690221,34036374,31704452,28981217,27057191,24528796,21921757,20663997,20911842,21053391,19226214,18099084,16658836,16996204,16369835,16572442,16694855,17918538,18609495,18529686,17315989,17278074,17392442,17903211,18561782,19076274,19146456,20396762
BX,Morris Park,Dyre Ave Line,5/15/1941,,,349312,360947,387070,366166,376989,416719,397958,415229,399162,402900,372176,340995,355875,358986,359669,360734,357414,344343,346518,330254,307249,294701,285964,270094,278735,291521,317459,311863,269345,270814,267532,175013,199028,256761,285975,315760,356617,364721
BX,Pelham Pkwy,Dyre Ave Line,5/15/1941,,,504792,528012,597966,586026,598722,600111,594287,613793,605994,601280,537210,493962,509102,504693,520909,504961,501727,485629,505884,489518,441158,423182,409715,399597,406353,411490,436038,434051,423774,417178,413082,427113,412262,395045,410359,444797,480796,495493
BX,Gun Hill Rd,Dyre Ave Line,5/15/1941,,,1051382,1093567,1159242,1145449,1155617,1128253,1120007,1189849,1193097,1208315,1162147,1140973,1169995,1204162,1246768,1252013,1242928,1239963,1274499,1276217,1211426,1143990,1093098,1117073,1138094,1156114,1173872,1174825,1171574,1168578,1050963,1133989,1125845,1128570,1128658,1163770,1157123,1242161
BX,Baychester Av,Dyre Ave Line,5/15/1941,,,241709,256370,295359,330128,388469,447823,504888,576073,625983,702783,645291,616562,590828,586796,603571,594451,613393,614639,657737,695606,677546,655462,617031,625373,642262,634138,655103,691083,623568,622557,558529,456228,552132,597104,609944,674561,728625,759343
BX,Eastchester-Dyre Av,Dyre Ave Line,5/15/1941,,,504998,629207,651915,646949,658896,660247,661319,689169,682256,815557,984858,705677,699233,708074,742148,706226,697808,710310,754950,756416,896254,919684,892372,966340,937227,946985,999474,962431,800652,799602,760515,743898,721033,715401,717352,732959,757372,803795
BX,Conductor's Collections,Dyre Ave Line,,,,145196,156614,169385,167025,168544,192682,206741,223901,218362,219867,214665,215544,209574,201857,198151,190028,184302,184458,202175,197536,148393,,,,,,,,,,,,,,,,,
,Dyre Ave Line Total,Dyre Ave Line,,,,2797389,3024717,3260937,3241743,3347237,3445835,3485200,3708014,3724854,3950702,3916347,3513713,3534607,3564568,3671216,3608413,3597572,3579342,3741763,3745547,3682026,3437019,3298180,3378477,3402671,3440248,3581946,3574253,3288913,3278729,3050621,2936241,3010300,3092881,3152287,3331847,3480532,3665513
BX,3 Av-138 St,Pelham Line,1/7/1919,,,2331318,2147546,1842739,1694293,1712895,1854063,2121227,2181628,2195976,2173459,1955642,1830812,1695554,1595707,1520045,1434573,1274013,1242298,1280948,1276665,1189489,1177997,1096272,1171562,1154215,1151438,1173885,1257737,1286374,1191335,1150491,1085268,1051517,1073841,1090685,1105449,1076870,1069772
BX,Brook Av,Pelham Line,8/1/1918,,,3861744,3710989,3807707,3691658,3567874,3432158,3024046,2891279,2811306,2652068,2229800,2050404,1897045,1729069,1561190,1409798,1249632,1141920,1173628,1207706,1105421,1031615,922534,971373,955758,1001019,1015796,1115397,1166419,1183260,1060137,1027249,1004978,1004664,1046533,1042899,1025440,1028730
BX,Cypress Av,Pelham Line,8/1/1918,,,2035399,2016664,2051807,1982277,1961176,1926242,1694831,1687869,1634154,1587909,1353633,1230452,1122939,1002444,886343,791955,725181,633635,628853,621935,568004,494104,406128,435702,436973,469742,460920,491533,512044,516998,456031,420164,448950,487479,543421,554023,550978,581707
BX,East 143 St-St Mary's St,Pelham Line,8/1/1918,,,872591,829568,857734,826931,862141,864289,771347,798259,797472,792440,701197,687040,642092,576422,546696,494518,352917,270969,265954,245647,213034,193191,141826,125507,132546,126568,123779,127493,130677,131679,117337,110548,124441,138106,155248,165266,165651,143267
BX,East 149 St,Pelham Line,8/1/1918,,,2248756,2266168,2318329,2276692,2233203,2195079,1965858,1964310,1946319,1973079,1744292,1633223,1451536,1254856,1051228,914798,762302,628832,596257,574352,509850,474666,428580,421274,433151,435507,415980,464012,449627,451779,454674,501689,532487,595625,638258,652985,661936,682301
BX,Longwood Av,Pelham Line,8/1/1918,,,1732963,1721374,1718124,1642667,1577190,1535195,1370350,1346391,1338949,1332667,1142965,1047203,918079,795594,665735,599255,529767,518377,520449,516124,484184,480108,422508,436666,458033,465891,458266,528750,524663,533439,492007,521424,491939,524087,559340,553679,564339,594860
BX,Hunts Point Av,Pelham Line,8/1/1918,,,2889824,2901001,2990162,2943730,2975401,2960229,2716875,2802914,2724640,2822170,2543337,2352258,2290047,2145806,1983816,1809366,1621059,1595677,1650699,1689680,1647410,1715506,1639347,1712801,1750800,1863405,1859778,2008830,1919190,1896564,1734890,1640836,1599941,1706635,1830997,1805660,1817764,1829976
BX,Whitlock Av,Pelham Line,5/30/1920,,,793216,801564,849042,856541,834885,805312,723868,725665,707298,675507,598379,532055,460328,392426,318463,255361,206238,166544,148684,140105,151861,154416,141634,141027,140867,155201,154236,170292,178821,167876,173476,152891,167097,212026,233719,234300,234660,241069
BX,Elder Av,Pelham Line,5/30/1920,,,1579488,1615127,1701727,1706238,1710121,1703542,1597512,1721747,1767203,1816948,1746831,1682276,1627108,1570491,1524550,1431294,1351048,1290871,1315117,1321119,1225248,1199491,1089458,1139543,1161976,1163919,1209494,1325212,1317216,1273030,1252671,1223148,1186590,1198078,1264242,1283224,1250722,1223005
BX,Morrison-Sound View Avs,Pelham Line,5/30/1920,,,2001317,2101247,2267896,2239620,2250090,2290542,2267164,2392864,2510534,2598616,2448797,2331416,2228449,2124273,2058659,1965051,1870986,1777197,1778812,1772547,1588994,1558001,1427814,1429063,1408479,1411521,1416715,1533334,1515998,1439862,1408080,1346044,1297098,1306253,1379298,1376753,1363235,1321202
BX,St Lawrence Av,Pelham Line,5/30/1920,,,1075797,1099545,1172280,1116915,1140886,1143707,1110963,1203660,1212967,1237560,1155588,1110852,1104408,1073184,1019569,972733,949769,933316,1003708,1025569,1010250,1028139,987875,1036689,1017170,1016299,1027653,1089727,1068194,1035216,969100,986898,942101,950424,988069,979128,939899,874778
BX,Parkchester-East 177 St,Pelham Line,5/30/1920,,,3690447,3720380,3767368,3599427,3503559,3371123,3082195,3290341,3314792,3339053,3102121,2794683,2691637,2613073,2664892,2630598,2660174,2680202,2849760,2978159,2879017,2880690,2850970,2884914,2844813,2917999,2931751,3106128,3212816,3199831,3078983,3019422,3105994,3164533,3256376,3219488,3198787,3138314
BX,Castle Hill Av,Pelham Line,10/24/1920,,,1706292,1834641,1874943,1808317,1765773,1712736,1597955,1616600,1559090,1621138,1471403,1334128,1340297,1288158,1274710,1244766,1199053,1198240,1276636,1326607,1254645,1214903,1161889,1198329,1199712,1206336,1247093,1353375,1397504,1353221,1352289,1333973,1292432,1333143,1385322,1391295,1394530,1408289
BX,Zerega Av,Pelham Line,10/24/1920,,,572812,607214,679901,649357,638804,616836,577144,618902,662804,581207,524056,461973,459740,424712,399097,375143,369723,365491,348530,349189,323423,310391,298379,303564,297187,303876,333698,347037,362489,375823,356975,338195,351626,383160,412657,432592,409059,408674
BX,Westchester Square-East Tremont Av,Pelham Line,10/24/1920,,,1794882,1823879,1800130,1815162,1803946,1760163,1632738,1727021,1764858,1815535,1591579,1410286,1329541,1269974,1252352,1142567,1053512,971676,999165,971212,863619,794383,775713,788727,802457,734431,747321,807413,828043,816677,759528,714889,694593,730727,820009,830637,829034,839567
BX,Middletown Rd,Pelham Line,12/20/1920,,,591244,577738,596353,582215,627509,625045,575798,606824,614256,596392,561564,524113,493567,464026,439658,425084,402660,385085,391282,396629,348604,337114,324616,326426,305857,296782,323501,359356,366066,368430,359870,327256,325018,333061,344127,351375,333651,329911
BX,Buhre Av,Pelham Line,12/20/1920,,,1496492,1525078,1540878,1466746,1466952,1426582,1332662,1397153,1379087,1369662,1226722,1125647,1068489,1035864,1018904,929055,882577,840304,856820,839958,759059,703462,674109,666224,683681,635075,645996,651961,658106,646067,618695,579273,553354,572026,600519,613516,602115,591491
BX,Pelham Bay Park,Pelham Line,12/20/1920,,,1321025,1420843,1544417,1560239,1502659,1471802,1377987,1324100,1323325,1419309,1759396,2067394,2285487,2217268,2119575,1855651,1683056,1597314,1598494,1519087,1379102,1216039,1120725,1350831,1232993,1098758,1094781,1150604,1192162,1158061,1204573,1153780,1052486,1077346,1124083,1159680,1119541,1096563
,Pelham Line Total,Pelham Line,,,,32595607,32720566,33381537,32459025,32135064,31694645,29540520,30297527,30265030,30404719,27857302,26206215,25106343,23573347,22305482,20681566,19143667,18237948,18683796,18772290,17501214,16964216,15910377,16540222,16416668,16453767,16640643,17888191,18086409,17739148,16999807,16482947,16222642,16791214,17672904,17751949,17538209,17403476
MA,34 St-Hudson Yards,Flushing Line (Manhattan),9/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Times Square,Flushing Line (Manhattan),3/14/1927,,See Manhattan CBD Transfer: Times Sq-42 St/PABT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
