Borough,Station,Line,Opening,Closing,Comments,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
QN,30 Av,Astoria Line,2/1/1917,,,2384967,2381010,2374866,2367091,2490338,2439151,2294616,2389982,2366158,2455050,2362435,2292224,2236786,2220448,2232023,2198110,2179676,2169780,2275499,2396734,2421366,2512181,2499663,2554561,2544920,2535832,2482554,2567743,2655976,2671644,2519503,2494940,2518061,2692491,2878882,2997961,3170604,3238855
QN,Broadway,Astoria Line,2/1/1917,,,2552654,2557579,2581674,2548755,2607674,2549572,2408489,2499003,2458244,2537897,2439842,2347969,2291839,2294153,2285980,2233864,2192873,2133728,2218776,2300058,2299934,2387691,2383437,2426043,2395701,2394479,2338723,2356700,2357353,2336550,2182720,2148019,2137223,2346700,2534601,2657857,2880807,2997271
QN,36 Av,Astoria Line,2/1/1917,,,1546448,1512056,1504175,1528141,1574162,1545422,1469203,1507341,1498661,1515025,1427764,1376377,1354319,1349832,1316260,1284274,1275980,1252263,1327814,1389865,1409851,1496408,1489890,1516622,1531790,1508161,1493234,1534678,1573310,1480541,1275822,1259116,1263721,1350400,1447856,1498668,1607609,1658475
QN,39 Av,Astoria Line,2/1/1917,,,511397,501136,513252,530370,519129,482647,454526,450163,442559,463131,466859,454043,471645,476297,486646,499847,508945,477254,484888,504922,493437,497998,482099,484812,470373,466733,420182,462766,482027,419491,386568,366797,368636,383883,387314,393382,426183,395323
QN,Queensboro Plaza,Astoria Line,,,See Queens Transfer: Queensboro Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Astoria Line Total,Astoria Line,,,,12514374,12479769,12443624,12329384,12711779,12442240,11774893,12216223,12147087,12587330,12109635,11748441,11431455,11368866,11301399,11039577,10949061,10771366,11248697,11648248,11549813,12018358,12018254,12276555,12209783,12214489,12032095,12285763,12518702,12436968,11677105,11408751,11228567,12201683,13001084,13358975,14179430,14492771
BK,65 St3,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,58 St3,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,52 St3,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,46 St3,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,40 St3,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,36 St,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,25 St,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,20 St,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,16 St,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,9 St,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,3 St,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Union St,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,St Marks Av,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Atlantic Av,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Fulton St,3-5 Aves. Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Conductor's Collections,3-5 Aves. Elevated Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-5 Aves. Elevated Line Total,3-5 Aves. Elevated Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Ditmas Av,Culver Shuttle,3/16/1919,5/11/1975,See Culver Line: Ditmas Av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,13 Av,Culver Shuttle,3/16/1919,5/11/1975,,273266,252890,254483,238540,230653,225607,217594,219961,215552,210753,195938,167468,152810,145902,136600,45025,,,,,,,,,,,,,,,,,,,,,,
BK,Fort Hamilton Pkwy,Culver Shuttle,3/16/1919,5/11/1975,,101297,94441,91581,89445,89017,86465,81804,82769,78724,82362,75472,72814,69487,67724,63369,21797,,,,,,,,,,,,,,,,,,,,,,
BK,9 Av (lower level),Culver Shuttle,3/16/1919,5/11/1975,See West End Line: 9 Av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Culver Shuttle Total,Culver Shuttle,,,,374563,347331,346064,327985,319670,312072,299398,302730,294276,293115,271410,240282,222297,213626,199969,66822,,,,,,,,,,,,,,,,,,,,,,
BK,Grant Av,Fulton St Elevated Line,,4/27/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Crescent St,Fulton St Elevated Line,,4/27/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Chestnut St,Fulton St Elevated Line,,4/27/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Montauk Av,Fulton St Elevated Line,,4/27/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Linwood St,Fulton St Elevated Line,,4/27/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Van Siclen Av,Fulton St Elevated Line,,4/27/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Pennsylvania Av,Fulton St Elevated Line,,4/27/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Hinsdale St,Fulton St Elevated Line,,4/27/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Atlantic Av,Fulton St Elevated Line,,4/27/1956,See Canarsie Line: Atlantic Av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Rockaway Av,Fulton St Elevated Line,,4/27/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Saratoga Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Ralph Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Reid Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Troy Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Tompkins Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Nostrand Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Franklin Av,Fulton St Elevated Line,,5/31/1940,See Other Brooklyn Transfer: Franklin Av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Grand Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Vanderbilt Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Cumberland St,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Lafayette Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Flatbush Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Elm Pl-Duffield St,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Boerum Pl,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Court St-Myrtle Av,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Fulton Ferry,Fulton St Elevated Line,,5/31/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Conductor's Collections,Fulton St Elevated Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fulton St Elevated Line Total,Fulton St Elevated Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Reid Av,Lexington Ave Elevated Line,,10/13/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Sumner Av,Lexington Ave Elevated Line,,10/13/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Tompkins Av,Lexington Ave Elevated Line,,10/13/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Nostrand Av,Lexington Ave Elevated Line,,10/13/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Franklin Av,Lexington Ave Elevated Line,,10/13/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Greene Av,Lexington Ave Elevated Line,,10/13/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,DeKalb Av,Lexington Ave Elevated Line,,10/13/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Conductor's Collections,Lexington Ave Elevated Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lexington Ave Elevated Line Total,Lexington Ave Elevated Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Court St/Borough Hall,Downtown Brooklyn Transfer,,,,6830229,6821669,6668550,6730730,6893639,6833619,6515500,6780923,6832276,7013370,6746408,6646923,6589252,6446841,6648607,6626593,6266762,6194697,6530600,6759430,6514292,6563806,6459752,6594093,6431081,6648955,6931274,7338897,7631148,7804335,7686069,7653545,7617839,7681228,7749891,7684487,7907417,7983555
BK,Jay St-MetroTech,Downtown Brooklyn Transfer,,,,8551813,8810567,8653567,8710584,8685756,8351118,7715739,7817088,7616325,7767052,7084394,6773519,6558789,6399722,6585823,6255494,5863735,5664712,5990644,6118860,5770568,5698071,5563476,5819690,5667004,5610096,5504940,5569257,5553794,5247605,5300997,5438540,6197988,7020949,7507137,7533296,7422083,7411785
BK,Hoyt-Schermerhorn Sts,Downtown Brooklyn Transfer,,,,3805893,3821935,3849284,3842748,3693873,3410869,3161300,3416477,3419978,3493141,3101099,2968508,2853511,2735455,2640940,2427289,2297921,2237682,2242419,2278596,2104882,2075084,1987605,2206813,2219425,2180810,2053230,2068570,2040398,1888122,1978979,1911990,1925176,1998392,2032763,2029758,1995781,1913415
BK,DeKalb Av,Downtown Brooklyn Transfer,,,,4889441,5090388,5110144,5070016,4983337,4645129,4371989,4429152,4373806,4396900,3899962,3719608,3483875,3382278,3323785,3187804,2998762,3069318,3137030,3259150,3113347,3335533,3267248,3186698,3081446,3001294,2780238,2809560,2907433,2864863,3010024,3009958,3184194,3242645,3283973,3034182,3072145,3146530
BK,Myrtle Av (Flatbush Av),Downtown Brooklyn Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Atlantic Av-Barclays Ctr,Downtown Brooklyn Transfer,,,,9804156,9993234,9618425,9309043,9281189,9168693,8398579,8464454,8270201,8314444,7425895,7305409,6452480,5821007,6138306,6019770,5805160,5857726,5867316,6110254,5946230,5936877,5954589,6273064,6042629,6040735,5946870,5835492,5725869,5625123,5498034,5423981,5436622,5269344,5366360,5221845,5172715,5572252
,Downtown Brooklyn Transfer Total,Downtown Brooklyn Transfer,,,,33881532,34537793,33899970,33663121,33537794,32409428,30163107,30908094,30512586,30984907,28257758,27413967,25937907,24785303,25337461,24516950,23232340,23024135,23768009,24526290,23449319,23609371,23232670,24080358,23441585,23481890,23216552,23621776,23858642,23430048,23474103,23438014,24361819,25212558,25940124,25503568,25570141,26027537
BK,Prospect Park,Other Brooklyn Transfer,,,,1704879,1689647,1699170,1786811,1839357,1808089,1712750,1785600,1811019,1932223,1878882,1872394,1824077,1835797,1825121,1768847,1687876,1732838,1847727,1944375,1925570,2030760,2046611,2149552,2064318,2056980,1985079,1919075,1894098,1792185,1694279,1574114,1565184,1473920,1369861,1238658,1437409,1542388
BK,Franklin Av/Botanic Garden,Other Brooklyn Transfer,,,,2886285,2885603,2844109,2906417,3059841,2988335,2807843,2954735,3044865,3370678,3365381,3289158,3102700,2924900,2835600,2723553,2521876,2392838,2459228,2583163,2507605,2545412,2503289,2551099,2539403,2598920,2681261,2784695,2835210,2816818,2742264,2576216,2568814,2688257,2797026,2744444,2702533,2735318
BK,Franklin Av,Other Brooklyn Transfer,,,,2135908,2150774,2118702,2060075,1931611,1788670,1597959,1584726,1544136,1615829,1454330,1324368,1128839,1039819,977959,952282,800991,852003,955235,915224,716358,633962,658136,630234,600227,635340,740293,681009,691065,563736,459285,454009,439100,540039,596542,673110,745351,813297
BK,New Utrecht Av/62 St,Other Brooklyn Transfer,,,,1206994,1225189,1177207,1122099,1087459,1022713,976123,971702,980243,1006637,936245,875119,824477,773224,766791,718500,699047,700763,750960,767514,688059,705140,700068,703711,696059,687758,678146,748875,773641,845576,806354,796239,825571,848262,898431,897469,978812,969839
BK,4 Av/9 St,Other Brooklyn Transfer,,,,2426872,2331950,2281046,2237736,2221063,2160662,2006894,2039166,2034626,2105031,1970535,1933041,1846968,1715777,1663390,1559127,1473980,1439038,1592441,1632632,1632632,1677972,1642931,1702390,1721370,1733234,1801359,1850365,1774212,1739523,1739227,1652919,1702576,1722734,1814290,1900536,1928338,1951702
BK,Broadway Junction,Other Brooklyn Transfer,,,,1645133,1686605,1694692,1656792,1650328,1604916,1434514,1404676,1388486,1410612,1262003,1182991,1092848,1056634,996039,877622,818106,779820,775872,830491,804157,876167,875794,1112388,1023733,1056128,1070054,1054819,1155092,1193557,1135319,1135676,1218046,1302361,1403289,1390623,1401376,1489188
BK,Myrtle-Wyckoff Avs,Other Brooklyn Transfer,,,,3421367,3473248,3425105,3397866,3357447,3254554,3007143,3092778,3115416,3208075,2879901,2763049,2613660,2503544,2408730,2208420,2067696,2021948,2160255,2209965,2061003,2077593,2029705,2127575,2188561,2208395,2240673,2345921,2532509,2528656,2425944,2238221,2255069,2355815,2509690,2624856,2635223,2629151
BK,Metropolitan Av/Lorimer St,Other Brooklyn Transfer,,,,2255036,2224175,2192406,2139472,2093836,1964845,1794835,1817715,1810002,1830834,1678842,1569221,1475347,1408370,1324128,1197778,1105189,1069182,1098852,1103463,1051603,1057545,1047171,1093132,1177647,1198685,1239813,1299543,1484173,1386377,1334981,1323999,1309973,1356061,1461722,1550629,1628680,1647855
BK,Coney Island-Stillwell Av,Other Brooklyn Transfer,,,,5255839,5233857,5210145,5091383,4622516,4277160,4060510,3906134,3813752,3728288,3371235,3099694,2946513,2907083,2579977,2623823,2431251,2427647,2602631,2754537,2887678,2801230,2691515,2805250,2620048,2815774,2727669,2802942,2665794,2577867,2512892,2529126,2440679,2612483,2601080,2613272,2608194,2795742
BK,West 8 St-New York Aquarium,Other Brooklyn Transfer,,,,719891,765662,919415,918571,1083794,1094270,1153793,1035773,990529,981905,886012,808954,751791,738623,535405,593499,569310,537882,573884,574639,611481,578824,562582,606339,554298,580123,567051,615421,578899,548255,491751,538893,500525,578288,631546,691374,673817,688791
,Other Brooklyn Transfer Total,Other Brooklyn Transfer,,,,23658204,23666710,23561997,23317222,22947252,21964214,20552364,20593005,20533074,21190112,19683366,18717989,17607220,16903771,15913140,15223451,14175322,13953959,14817085,15316003,14886146,14984605,14757802,15481670,15185664,15571337,15731398,16102665,16384693,15992550,15342296,14819412,14825537,15478220,16083476,16324971,16739733,17263271
QN,Queensboro Plaza,Queens Transfer,,,,3447020,3396117,3251360,3079040,3182926,3163621,2913552,2967098,2913239,3024063,2838041,2724507,2551912,2399035,2344373,2234258,2103102,2119958,2195254,2188484,2211038,2313868,2279122,2387559,2354696,2366289,2401555,2441496,2413384,2222906,1866063,1748103,1705651,1658242,1659246,1742330,1662770,1650355
QN,74-Bway/Jackson Hts-Roosevelt Av,Queens Transfer,,,,8118593,8250190,8505108,8611542,8756079,8468327,7692541,7899873,8058859,8342141,7880467,7690490,7346129,7162545,7063004,6812453,6616885,6678628,7042757,7436701,7208716,7610842,7646661,7847812,8143939,8135806,8124832,8298654,8586178,8636921,8473592,8580920,8772483,9161093,9603618,9681552,9711876,9991427
QN,Court Square-23 St,Queens Transfer,,,,3511329,3353317,3319102,3142702,3123651,3093479,2884341,2989630,2983357,3042224,2887713,2616614,2525520,2490102,2378342,2115374,2029769,1980448,2020851,2085062,2000684,2107740,2089254,2153122,2188221,2093975,2036076,2071919,2135112,2335245,2874089,2730071,2772879,2950241,3084860,3239914,3425718,3516635
QN,Sutphin Blvd-Archer Av-JFK Airport,Queens Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122284,2860713,3203583,3130086,3164226,3281887,3508725,3513616,3563833,3549039
QN,Jamaica Center-Parsons-Archer,Queens Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248364,5658773,6535921,7202893,7575216,8273055,8952677,9048124,9201393,9382287
,Queens Transfer Total,Queens Transfer,,,,13864046,13854501,13957609,13762644,13954307,13626898,12434350,12758298,12860705,13247745,12477544,12025147,11459724,11112508,10903622,10408353,10035238,10097845,10593671,11026179,10718687,11309796,11323199,11650915,11955411,11882665,11869320,12109926,12763008,20918097,22078960,22570781,23228092,24569197,26029169,26372748,26627571,27200794
,Downtown Brooklyn+,BROOKLYN & QUEENS SUB-TOTALS,,,,40982235,41798558,40980269,40601748,40560903,39350242,36684633,37805162,37599668,38022314,33811467,32806455,31108521,29721405,30177744,28956618,27400321,27121522,28004638,28809412,27490126,27522491,26907571,27784231,27067316,27445869,27387866,28277916,28689051,28024275,27839187,27132847,28170432,29711808,30592171,30058617,29980383,30414738
,All Other Brooklyn,BROOKLYN & QUEENS SUB-TOTALS,,,,248845276,252342259,248644732,244095341,243255408,237198968,221157512,226110074,226624788,233585823,216315452,206202411,195341288,186746035,181595944,170946966,162312638,159382869,167995812,173447937,165013890,165795220,160850948,161806399,159178693,161887539,163058826,167774301,169708060,170112937,165546043,158576187,158015684,163529848,170714743,172366540,174990520,179271643
,BROOKLYN TOTAL,BROOKLYN & QUEENS SUB-TOTALS,,,,289827511,294140817,289625001,284697089,283816311,276549210,257842145,263915236,264224456,271608137,250126919,239008866,226449809,216467440,211773688,199903584,189712959,186504391,196000450,202257349,192504016,193317711,187758519,189590630,186246009,189333408,190446692,196052217,198397111,198137212,193385230,185709034,186186116,193241656,201306914,202425157,204970903,209686381
,QUEENS TOTAL,BROOKLYN & QUEENS SUB-TOTALS,,,,164542699,166487324,167542357,167352252,183992919,179543732,159472259,165119127,165847529,170143250,159318849,151685274,145799725,142625962,140122383,134296317,131743848,131514688,137607270,143517317,136909098,141334348,140488693,143084213,142493891,143131314,143443752,145185913,146544929,150035879,147906398,143433187,143785172,150450709,158642472,159541313,160965148,163132828
,BROOKLYN & QUEENS TOTAL,BROOKLYN & QUEENS SUB-TOTALS,,,,454370210,460628141,457167358,452049341,467809230,456092942,417314404,429034363,430071985,441751387,409445768,390694140,372249534,359093402,351896071,334199901,321456807,318019079,333607720,345774666,329413114,334652059,328247212,332674843,328739900,332464722,333890444,341238130,344942040,348173091,341291628,329142221,329971288,343692365,359949386,361966470,365936051,372819209
,MANHATTAN,MANHATTAN,,,,715660574,718031002,738825974,716860119,727079614,711327013,669208223,694710224,701049406,714835295,661225812,626684618,595073567,574756924,562072046,538910304,516739686,516027293,539927543,559335211,543792768,551594630,538359498,547626059,542420427,542792533,556299792,574198751,582950776,579774514,546213452,526697601,527492476,544982734,574482635,580058866,593327458,605771514
,BRONX,BRONX,,,,146115129,148036304,152990265,148079517,147786057,144243993,133209500,136098074,135135921,136336950,126263866,120734183,115250916,105880841,99972229,93422315,87429362,83296312,84731253,84802726,78734291,76373948,71651775,73755549,72599853,74334669,75761805,79500505,80027045,78379237,74354774,73608297,73539692,76397652,79553790,81337626,81827551,83235668
